filename,gd_year,title,doi,pages,authors
GD15_430-436.pdf,GD15,Linear-Size Universal Point Sets for One-Bend Drawings,10.1007/978-3-319-27261-0_35,430-436,Maarten Löffler; Csaba D. Tóth
GD15_438-451.pdf,GD15,Recognizing Weighted Disk Contact Graphs,10.1007/978-3-319-27261-0_36,438-451,Boris Klemz; Martin Nöllenburg; Roman Prutkin
GD15_452-464.pdf,GD15,Realization of Simply Connected Polygonal Linkages and Recognition of Unit Disk Contact Trees,10.1007/978-3-319-27261-0_37,452-464,Clinton Bowen; Stephane Durocher; Maarten Löffler; Anika Rounds; André Schulz; Csaba D. Tóth
GD15_465-476.pdf,GD15,Towards Characterizing Graphs with a Sliceable Rectangular Dual,10.1007/978-3-319-27261-0_38,465-476,Vincent Kusters; Bettina Speckmann
GD15_477-491.pdf,GD15,Pixel and Voxel Representations of Graphs,10.1007/978-3-319-27261-0_39,477-491,Md. Jawaherul Alam; Thomas Bläsius; Ignaz Rutter; Torsten Ueckerdt; Alexander Wolff
GD15_493-505.pdf,GD15,A Tale of Two Communities: Assessing Homophily in Node-Link Diagrams,10.1007/978-3-319-27261-0_40,493-505,Wouter Meulemans; André Schulz
GD15_506-518.pdf,GD15,Shape-Based Quality Metrics for Large Graph Visualization,10.1007/978-3-319-27261-0_41,506-518,Peter Eades; Seok-Hee Hong; Karsten Klein; An Nguyen
GD15_519-531.pdf,GD15,On the Readability of Boundary Labeling,10.1007/978-3-319-27261-0_42,519-531,Lukas Barth; Andreas Gemsa; Benjamin Niedermann; Martin Nöllenburg
GD16_22-36.pdf,GD16,A Distributed Multilevel Force-Directed Algorithm,10.1007/978-3-319-50106-2_1,22-36,Alessio Arleo; Walter Didimo; Giuseppe Liotta; Fabrizio Montecchiani
GD16_37-51.pdf,GD16,A Sparse Stress Model,10.1007/978-3-319-50106-2_2,37-51,Mark Ortmann; Mirza Klimenta; Ulrik Brandes
GD16_52-62.pdf,GD16,Node Overlap Removal by Growing a Tree,10.1007/978-3-319-50106-2_3,52-62,Lev Nachmanson; Arlind Nocaj; Sergey Bereg; Leishi Zhang; Alexander Holroyd
GD16_63-70.pdf,GD16,Placing Arrows in Directed Graph Drawings,10.1007/978-3-319-50106-2_4,63-70,Carla Binucci; Markus Chimani; Walter Didimo; Giuseppe Liotta; Fabrizio Montecchiani
GD16_71-83.pdf,GD16,Peacock Bundles: Bundle Coloring for Graphs with Globality-Locality Trade-Oﬀ,10.1007/978-3-319-50106-2_5,71-83,Jaakko Peltonen; Ziyuan Lin
GD16_85-98.pdf,GD16,Twins in Subdivision Drawings of Hypergraphs,10.1007/978-3-319-50106-2_6,85-98,René van Bevern; Iyad Kanj; Christian Komusiewicz; Rolf Niedermeier; Manuel Sorge
GD16_99-111.pdf,GD16,Multi-colored Spanning Graphs,10.1007/978-3-319-50106-2_7,99-111,Hugo A. Akitaya; Maarten Löffler; Csaba D. Tóth
GD16_112-124.pdf,GD16,C-Planarity of Embedded Cyclic c-Graphs,10.1007/978-3-319-50106-2_8,112-124,Radoslav Fulek
GD16_125-138.pdf,GD16,Computing NodeTrix Representations of Clustered Graphs,10.1007/978-3-319-50106-2_9,125-138,Giordano Da Lozzo; Giuseppe Di Battista; Fabrizio Frati; Maurizio Patrignani
GD16_140-147.pdf,GD16,1-Bend Upward Planar Drawings of SP-Digraphs,10.1007/978-3-319-50106-2_10,140-147,Emilio Di Giacomo; Giuseppe Liotta; Fabrizio Montecchiani
GD16_148-160.pdf,GD16,Non-aligned Drawings of Planar Graphs,10.1007/978-3-319-50106-2_11,148-160,Therese Biedl; Claire Pennarun
GD16_161-168.pdf,GD16,Snapping Graph Drawings to the Grid Optimally,10.1007/978-3-319-50106-2_12,161-168,Andre Löffler; Thomas C. van Dijk; Alexander Wolff
GD16_169-182.pdf,GD16,Drawing Planar Graphs with Many Collinear Vertices,10.1007/978-3-319-50106-2_13,169-182,Giordano Da Lozzo; Vida Dujmović; Fabrizio Frati; Tamara Mchedlidze; Vincenzo Roselli
GD16_183-197.pdf,GD16,Drawing Graphs on Few Lines and Few Planes,10.1007/978-3-319-50106-2_14,183-197,Steven Chaplick; Krzysztof Fleszar; Fabian Lipp; Alexander Ravsky; Oleg Verbitsky; Alexander Wolff
GD16_199-211.pdf,GD16,Algorithms for Visualizing Phylogenetic Networks,10.1007/978-3-319-50106-2_15,199-211,Ioannis G. Tollis; Konstantinos G. Kakoulis
GD16_212-224.pdf,GD16,A Generalization of the Directed Graph Layering Problem,10.1007/978-3-319-50106-2_16,212-224,Ulf Rüegg; Thorsten Ehlers; Miro Spönemann; Reinhard von Hanxleden
GD16_225-237.pdf,GD16,Compact Layered Drawings of General Directed Graphs,10.1007/978-3-319-50106-2_17,225-237,Adalat Jabrayilov; Sven Mallach; Petra Mutzel; Ulf Rüegg; Reinhard von Hanxleden
GD16_238-251.pdf,GD16,st Bitonic -orderings for Upward Planar Graphs,10.1007/978-3-319-50106-2_18,238-251,Martin Gronemann
GD16_252-264.pdf,GD16,Low Ply Drawings of Trees,10.1007/978-3-319-50106-2_19,252-264,Patrizio Angelini; Michael A. Bekos; Till Bruckdorfer; Jaroslav Hančl; Michael Kaufmann; Stephen Kobourov; Antonios Symvonis; Pavel Valtr
GD16_266-280.pdf,GD16,Visibility Representations of Boxes in 2.5 Dimensions,10.1007/978-3-319-50106-2_20,266-280,Alessio Arleo; Carla Binucci; Emilio Di Giacomo; William S. Evans; Luca Grilli; Giuseppe Liotta; Henk Meijer; Fabrizio Montecchiani; Sue Whitesides; Stephen Wismath
GD16_281-294.pdf,GD16,The Partial Visibility Representation Extension Problem,10.1007/978-3-319-50106-2_21,281-294,Steven Chaplick; Grzegorz Guśpiel; Grzegorz Gutowski; Tomasz Krawczyk; Giuseppe Liotta
GD16_295-309.pdf,GD16,Ortho-Polygon Visibility Representations of Embedded Graphs,10.1007/978-3-319-50106-2_22,295-309,Emilio Di Giacomo; Walter Didimo; William S. Evans; Giuseppe Liotta; Henk Meijer; Fabrizio Montecchiani; Stephen K. Wismath
GD16_310-323.pdf,GD16,Obstructing Visibilities with One Obstacle,10.1007/978-3-319-50106-2_23,310-323,Steven Chaplick; Fabian Lipp; Ji-won Park; Alexander Wolff
GD16_325-334.pdf,GD16,On the Size of Planarly Connected Crossing Graphs,10.1007/978-3-319-50106-2_24,325-334,Eyal Ackerman; Balázs Keszegh; Mate Vizer
GD16_335-348.pdf,GD16,Re-embedding a 1-Plane Graph into a Straight-Line Drawing in Linear Time,10.1007/978-3-319-50106-2_25,335-348,Seok-Hee Hong; Hiroshi Nagamochi
GD16_349-357.pdf,GD16,1-Bend RAC Drawings of 1-Planar Graphs,10.1007/978-3-319-50106-2_26,349-357,Walter Didimo; Giuseppe Liotta; Saeed Mehrabi; Fabrizio Montecchiani
GD16_358-370.pdf,GD16,On the Density of Non-simple 3-Planar Graphs,10.1007/978-3-319-50106-2_27,358-370,Michael A. Bekos; Michael Kaufmann; Chrysanthi N. Raftopoulou
GD16_371-378.pdf,GD16,A Note on the Practicality of Maximal Planar Subgraph Algorithms,10.1007/978-3-319-50106-2_28,371-378,Markus Chimani; Karsten Klein; Tilo Wiedera
GD16_380-394.pdf,GD16,Crossing Minimization in Storyline Visualization,10.1007/978-3-319-50106-2_29,380-394,Martin Gronemann; Michael Jünger; Frauke Liers; Francesco Mambelli
GD16_395-411.pdf,GD16,Block Crossings in Storyline Visualizations,10.1007/978-3-319-50106-2_30,395-411,Thomas C. van Dijk; Martin Fink; Norbert Fischer; Fabian Lipp; Peter Markfelder; Alexander Ravsky; Subhash Suri; Alexander Wolff
GD16_412-425.pdf,GD16,The Bundled Crossing Number,10.1007/978-3-319-50106-2_31,412-425,Md. Jawaherul Alam; Martin Fink; Sergey Pupyrev
GD16_426-439.pdf,GD16,Approximating the Rectilinear Crossing Number,10.1007/978-3-319-50106-2_32,426-439,Jacob Fox; János Pach; Andrew Suk
GD16_440-451.pdf,GD16,The Crossing Number of the Cone of a Graph,10.1007/978-3-319-50106-2_33,440-451,Carlos A. Alfaro; Alan Arroyo; Marek Derňár; Bojan Mohar
GD16_453-465.pdf,GD16,Topological Drawings of Complete Bipartite Graphs,10.1007/978-3-319-50106-2_34,453-465,Jean Cardinal; Stefan Felsner
GD16_466-479.pdf,GD16,A Direct Proof of the Strong Hanani–Tutte Theorem on the Projective Plane,10.1007/978-3-319-50106-2_35,466-479,Éric Colin de Verdière; Vojtěch Kaluža; Pavel Paták; Zuzana Patáková; Martin Tancer
GD16_480-493.pdf,GD16,Hanani-Tutte for Radial Planarity II,10.1007/978-3-319-50106-2_36,480-493,Radoslav Fulek; Michael Pelsmajer; Marcus Schaefer
GD16_494-507.pdf,GD16,Beyond Level Planarity,10.1007/978-3-319-50106-2_37,494-507,Patrizio Angelini; Giordano Da Lozzo; Giuseppe Di Battista; Fabrizio Frati; Maurizio Patrignani; Ignaz Rutter
GD16_509-520.pdf,GD16,Track Layout Is Hard,10.1007/978-3-319-50106-2_38,509-520,Michael J. Bannister; William E. Devanny; Vida Dujmović; David Eppstein; David R. Wood
GD16_521-528.pdf,GD16,Stack and Queue Layouts via Layered Separators,10.1007/978-3-319-50106-2_39,521-528,Vida Dujmović; Fabrizio Frati
GD16_529-541.pdf,GD16,Gabriel Triangulations and Angle-Monotone Graphs: Local Routing and Recognition,10.1007/978-3-319-50106-2_40,529-541,Nicolas Bonichon; Prosenjit Bose; Paz Carmi; Irina Kostitsyna; Anna Lubiw; Sander Verdonschot
GD16_542-555.pdf,GD16,Simultaneous Orthogonal Planarity,10.1007/978-3-319-50106-2_41,542-555,Patrizio Angelini; Steven Chaplick; Sabine Cornelsen; Giordano Da Lozzo; Giuseppe Di Battista; Peter Eades; Philipp Kindermann; Jan Kratochvíl; Fabian Lipp; Ignaz Rutter
GD16_556-563.pdf,GD16,Monotone Simultaneous Embeddings d of Paths in Dimensions,10.1007/978-3-319-50106-2_42,556-563,David Bremner; Olivier Devillers; Marc Glisse; Sylvain Lazard; Giuseppe Liotta; Tamara Mchedlidze; Sue Whitesides; Stephen Wismath
GD16_565-579.pdf,GD16,Evaluation of Two Interaction Techniques for Visualization of Dynamic Graphs,10.1007/978-3-319-50106-2_43,565-579,Paolo Federico; Silvia Miksch
GD16_580-594.pdf,GD16,Oﬄine Drawing of Dynamic Trees: Algorithmics and Document Integration,10.1007/978-3-319-50106-2_44,580-594,Malte Skambath; Till Tantau
GD17_21-34.pdf,GD17,Aligned Drawings of Planar Graphs,10.1007/978-3-319-73915-1_1,21-34,Tamara Mchedlidze; Marcel Radermacher; Ignaz Rutter
GD17_35-41.pdf,GD17,On the Edge-Length Ratio of Outerplanar Graphs,10.1007/978-3-319-73915-1_2,35-41,Sylvain Lazard; William Lenhart; Giuseppe Liotta
GD17_42-55.pdf,GD17,On Vertex- and Empty-Ply Proximity Drawings,10.1007/978-3-319-73915-1_3,42-55,Patrizio Angelini; Steven Chaplick; Felice De Luca; Jiří Fiala; Jaroslav Hančl; Niklas Heinsohn; Michael Kaufmann; Stephen Kobourov; Jan Kratochvíl; Pavel Valtr
GD17_56-69.pdf,GD17,An Interactive Tool to Explore and Improve the Ply Number of Drawings,10.1007/978-3-319-73915-1_4,56-69,Niklas Heinsohn; Michael Kaufmann
GD17_70-82.pdf,GD17,Experimental Analysis of the Accessibility of Drawings with Few Segments,10.1007/978-3-319-73915-1_5,70-82,Philipp Kindermann; Wouter Meulemans; André Schulz
GD17_84-97.pdf,GD17,Obstacle Numbers of Planar Graphs,10.1007/978-3-319-73915-1_6,84-97,John Gimbel; Patrice Ossona de Mendez; Pavel Valtr
GD17_98-104.pdf,GD17,Grid-Obstacle Representations with Connections to Staircase Guarding,10.1007/978-3-319-73915-1_7,98-104,Therese Biedl; Saeed Mehrabi
GD17_105-118.pdf,GD17,Reconstructing Generalized Staircase Polygons with Uniform Step Length,10.1007/978-3-319-73915-1_8,105-118,Nodari Sitchinava; Darren Strash
GD17_119-126.pdf,GD17,3D Visibility Representations of 1-planar Graphs,10.1007/978-3-319-73915-1_9,119-126,Patrizio Angelini; Michael A. Bekos; Michael Kaufmann; Fabrizio Montecchiani
GD17_128-141.pdf,GD17,Lombardi Drawings of Knots and Links,10.1007/978-3-319-73915-1_10,128-141,Philipp Kindermann; Stephen Kobourov; Maarten Löffler; Martin Nöllenburg; André Schulz; Birgit Vogtenhuber
GD17_142-154.pdf,GD17,Arrangements of Pseudocircles: Triangles and Drawings,10.1007/978-3-319-73915-1_11,142-154,Stefan Felsner; Manfred Scheucher
GD17_155-167.pdf,GD17,"Drawing Bobbin Lace Graphs, or, Fundamental Cycles for a Subclass of Periodic Graphs",10.1007/978-3-319-73915-1_12,155-167,Therese Biedl; Veronika Irvine
GD17_168-174.pdf,GD17,Many Touchings Force Many Crossings,10.1007/978-3-319-73915-1_13,168-174,János Pach; Géza Tóth
GD17_175-181.pdf,GD17,Thrackles: An Improved Upper Bound,10.1007/978-3-319-73915-1_14,175-181,Radoslav Fulek; János Pach
GD17_183-197.pdf,GD17,"On Smooth Orthogonal and Octilinear Drawings: Relations, Complexity and Kandinsky Drawings",10.1007/978-3-319-73915-1_15,183-197,Michael A. Bekos; Henry Förster; Michael Kaufmann
GD17_198-210.pdf,GD17,EPG-representations with Small Grid-Size,10.1007/978-3-319-73915-1_16,198-210,Therese Biedl; Martin Derka; Vida Dujmović; Pat Morin
GD17_211-223.pdf,GD17,Mixed Linear Layouts of Planar Graphs,10.1007/978-3-319-73915-1_17,211-223,Sergey Pupyrev
GD17_224-237.pdf,GD17,Upward Partitioned Book Embeddings,10.1007/978-3-319-73915-1_18,224-237,Hugo A. Akitaya; Erik D. Demaine; Adam Hesterberg; Quanquan C. Liu
GD17_238-252.pdf,GD17,Experimental Evaluation of Book Drawing Algorithms,10.1007/978-3-319-73915-1_19,238-252,Jonathan Klawitter; Tamara Mchedlidze; Martin Nöllenburg
GD17_254-268.pdf,GD17,Visual Similarity Perception of Directed Acyclic Graphs: A Study on Inﬂuencing Factors,10.1007/978-3-319-73915-1_20,254-268,K. Ballweg; M. Pohl; G. Wallner; T. von Landesberger
GD17_269-284.pdf,GD17,GiViP : A Visual Proﬁler for Distributed Graph Processing Systems,10.1007/978-3-319-73915-1_21,269-284,Alessio Arleo; Walter Didimo; Giuseppe Liotta; Fabrizio Montecchiani
GD17_285-299.pdf,GD17,Drawing Big Graphs Using Spectral Sparsiﬁcation,10.1007/978-3-319-73915-1_22,285-299,Peter Eades; Quan Nguyen; Seok-Hee Hong
GD17_300-315.pdf,GD17,Revisited Experimental Comparison of Node-Link and Matrix Representations,10.1007/978-3-319-73915-1_23,300-315,Mershack Okoe; Radu Jianu; Stephen Kobourov
GD17_317-329.pdf,GD17,Improved Bounds for Drawing Trees on Fixed Points with L-Shaped Edges,10.1007/978-3-319-73915-1_24,317-329,Therese Biedl; Timothy M. Chan; Martin Derka; Kshitij Jain; Anna Lubiw
GD17_330-337.pdf,GD17,On Upward Drawings of Trees on a Given Grid,10.1007/978-3-319-73915-1_25,330-337,Therese Biedl; Debajyoti Mondal
GD17_338-345.pdf,GD17,Simple Compact Monotone Tree Drawings,10.1007/978-3-319-73915-1_26,338-345,Anargyros Oikonomou; Antonios Symvonis
GD17_346-359.pdf,GD17,Visualizing Co-phylogenetic Reconciliations,10.1007/978-3-319-73915-1_27,346-359,Tiziana Calamoneri; Valentino Di Donato; Diego Mariottini; Maurizio Patrignani
GD17_361-374.pdf,GD17,Anisotropic Radial Layout for Visualizing Centrality and Structure in Graphs,10.1007/978-3-319-73915-1_28,361-374,Mukund Raj; Ross T. Whitaker
GD17_375-388.pdf,GD17,Computing Storyline Visualizations with Few Block Crossings,10.1007/978-3-319-73915-1_29,375-388,Thomas C. van Dijk; Fabian Lipp; Peter Markfelder; Alexander Wolff
GD17_389-403.pdf,GD17,MLSEB: Edge Bundling Using Moving Least Squares Approximation,10.1007/978-3-319-73915-1_30,389-403,Jieting Wu; Jianping Zeng; Feiyu Zhu; Hongfeng Yu
GD17_404-419.pdf,GD17,Drawing Dynamic Graphs Without Timeslices,10.1007/978-3-319-73915-1_31,404-419,Paolo Simonetto; Daniel Archambault; Stephen Kobourov
GD17_421-433.pdf,GD17,Colored Point-Set Embeddings of Acyclic Graphs,10.1007/978-3-319-73915-1_32,421-433,Emilio Di Giacomo; Leszek Gasieniec; Giuseppe Liotta; Alfredo Navarra
GD17_434-447.pdf,GD17,Planar Drawings of Fixed-Mobile Bigraphs,10.1007/978-3-319-73915-1_33,434-447,Michael A. Bekos; Felice De Luca; Walter Didimo; Tamara Mchedlidze; Martin Nöllenburg; Antonios Symvonis; Ioannis G. Tollis
GD17_448-461.pdf,GD17,"Ordered Level Planarity, Geodesic Planarity and Bi-Monotonicity",10.1007/978-3-319-73915-1_34,448-461,Boris Klemz; Günter Rote
GD17_462-469.pdf,GD17,Non-crossing Paths with Geographic Constraints,10.1007/978-3-319-73915-1_35,462-469,Rodrigo I. Silveira; Bettina Speckmann; Kevin Verbeek
GD17_471-484.pdf,GD17,Planar L-Drawings of Directed Graphs,10.1007/978-3-319-73915-1_36,471-484,Steven Chaplick; Markus Chimani; Sabine Cornelsen; Giordano Da Lozzo; Martin Nöllenburg; Maurizio Patrignani; Ioannis G. Tollis; Alexander Wolff
GD17_485-497.pdf,GD17,NodeTrix Planarity Testing with Small Clusters,10.1007/978-3-319-73915-1_37,485-497,Emilio Di Giacomo; Giuseppe Liotta; Maurizio Patrignani; Alessandra Tappini
GD17_498-511.pdf,GD17,The Painter’s Problem: Covering a Grid with Colored Connected Polygons,10.1007/978-3-319-73915-1_38,498-511,Arthur van Goethem; Irina Kostitsyna; Marc van Kreveld; Wouter Meulemans; Max Sondag; Jules Wulms
GD17_512-519.pdf,GD17,"Triangle-Free Penny Graphs: Degeneracy, Choosability, and Edge Count",10.1007/978-3-319-73915-1_39,512-519,David Eppstein
GD17_521-534.pdf,GD17,1-Fan-Bundle-Planar Drawings of Graphs,10.1007/978-3-319-73915-1_40,521-534,Patrizio Angelini; Michael A. Bekos; Michael Kaufmann; Philipp Kindermann; Thomas Schneck
GD17_535-549.pdf,GD17,Gap-Planar Graphs,10.1007/978-3-319-73915-1_41,535-549,Sang Won Bae; Jean-Francois Baffier; Jinhee Chun; Peter Eades; Kord Eickmeyer; Luca Grilli; Seok-Hee Hong; Matias Korman; Fabrizio Montecchiani; Ignaz Rutter; Csaba D. Tóth
GD17_550-563.pdf,GD17,Beyond Outerplanarity,10.1007/978-3-319-73915-1_42,550-563,Steven Chaplick; Myroslav Kryven; Giuseppe Liotta; Andre Löffler; Alexander Wolff
GD17_564-576.pdf,GD17,The Eﬀect of Planarization on Width,10.1007/978-3-319-73915-1_43,564-576,David Eppstein
GD18_37-52.pdf,GD18,Clustered Planarity = Flat Clustered Planarity,10.1007/978-3-030-04414-5_2,37-52,Pier Francesco Cortese; Maurizio Patrignani
GD18_53-66.pdf,GD18,Level Planarity: Transitivity vs. Even Crossings,10.1007/978-3-030-04414-5_3,53-66,Guido Brückner; Ignaz Rutter; Peter Stumpf
GD18_67-80.pdf,GD18,Short Plane Supports for Spatial Hypergraphs,10.1007/978-3-030-04414-5_4,67-80,Thom Castermans; Mereke van Garderen; Wouter Meulemans; Martin Nöllenburg; Xiaoru Yuan
GD18_81-88.pdf,GD18,Turning Cliques into Paths to Achieve Planarity,10.1007/978-3-030-04414-5_5,81-88,Patrizio Angelini; Peter Eades; Seok-Hee Hong; Karsten Klein; Stephen Kobourov; Giuseppe Liotta; Alfredo Navarra; Alessandra Tappini
GD18_90-104.pdf,GD18,Universal Slope Sets for Upward Planar Drawings,10.1007/978-3-030-04414-5_6,90-104,Michael A. Bekos; Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Fabrizio Montecchiani
GD18_105-118.pdf,GD18,Upward Planar Morphs,10.1007/978-3-030-04414-5_7,105-118,Giordano Da Lozzo; Giuseppe Di Battista; Fabrizio Frati; Maurizio Patrignani; Vincenzo Roselli
GD18_119-132.pdf,GD18,Visualizing the Template of a Chaotic Attractor,10.1007/978-3-030-04414-5_8,119-132,Maya Olszewski; Jeff Meder; Emmanuel Kieffer; Raphaël Bleuse; Martin Rosalie; Grégoire Danoy; Pascal Bouvry
GD18_134-147.pdf,GD18,On RAC Drawings of Graphs with One Bend per Edge,10.1007/978-3-030-04414-5_9,134-147,Patrizio Angelini; Michael A. Bekos; Henry Förster; Michael Kaufmann
GD18_148-162.pdf,GD18,Compact Drawings of 1-Planar Graphs with Right-Angle Crossings and Few Bends,10.1007/978-3-030-04414-5_10,148-162,Steven Chaplick; Fabian Lipp; Alexander Wolff; Johannes Zink
GD18_163-177.pdf,GD18,"Drawing Subcubic 1-Planar Graphs with Few Bends, Few Slopes, and Large Angles",10.1007/978-3-030-04414-5_11,163-177,Philipp Kindermann; Fabrizio Montecchiani; Lena Schlipf; André Schulz
GD18_179-194.pdf,GD18,Aesthetic Discrimination of Graph Layouts,10.1007/978-3-030-04414-5_12,179-194,Moritz Klammler; Tamara Mchedlidze; Alexey Pak
GD18_196-208.pdf,GD18,A Flow Formulation for Horizontal Coordinate Assignment with Prescribed Width,10.1007/978-3-030-04414-5_13,196-208,Michael Jünger; Petra Mutzel; Christiane Spisla
GD18_209-221.pdf,GD18,The Queue-Number of Posets of Bounded Width or Height,10.1007/978-3-030-04414-5_14,209-221,Kolja Knauer; Piotr Micek; Torsten Ueckerdt
GD18_222-235.pdf,GD18,Queue Layouts of Planar 3-Trees,10.1007/978-3-030-04414-5_15,222-235,Jawaherul Md. Alam; Michael A. Bekos; Martin Gronemann; Michael Kaufmann; Sergey Pupyrev
GD18_237-249.pdf,GD18,Crossing Minimization in Perturbed Drawings,10.1007/978-3-030-04414-5_16,237-249,Radoslav Fulek; Csaba D. Tóth
GD18_250-262.pdf,GD18,The Number of Crossings in Multigraphs with No Empty Lens,10.1007/978-3-030-04414-5_17,250-262,Michael Kaufmann; János Pach; Géza Tóth; Torsten Ueckerdt
GD18_263-276.pdf,GD18,Crossing Numbers and Stress of Random Graphs,10.1007/978-3-030-04414-5_18,263-276,Markus Chimani; Hanna Döring; Matthias Reitzner
GD18_278-292.pdf,GD18,A Heuristic Approach Towards Drawings of Graphs with High Crossing Resolution,10.1007/978-3-030-04414-5_19,278-292,Michael A. Bekos; Henry Förster; Christian Geckeler; Lukas Holländer; Michael Kaufmann; Amadäus M. Spallek; Jan Splett
GD18_293-306.pdf,GD18,A Greedy Heuristic for Crossing-Angle Maximization,10.1007/978-3-030-04414-5_20,293-306,Almut Demel; Dominik Dürrschnabel; Tamara Mchedlidze; Marcel Radermacher; Lasse Wulf
GD18_308-321.pdf,GD18,Recognition and Drawing of Stick Graphs,10.1007/978-3-030-04414-5_21,308-321,Felice De Luca; Md Iqbal Hossain; Stephen Kobourov; Anna Lubiw; Debajyoti Mondal
GD18_322-335.pdf,GD18,On Contact Graphs of Paths on a Grid,10.1007/978-3-030-04414-5_22,322-335,Zakir Deniz; Esther Galby; Andrea Munaro; Bernard Ries
GD18_337-350.pdf,GD18,On the Area-Universality of Triangulations,10.1007/978-3-030-04414-5_23,337-350,Linda Kleist
GD18_351-357.pdf,GD18,k Monotone Drawings of -Inner Planar Graphs,10.1007/978-3-030-04414-5_24,351-357,Anargyros Oikonomou; Antonios Symvonis
GD18_358-364.pdf,GD18,On L-Shaped Point Set Embeddings of Trees: First Non-embeddable Examples,10.1007/978-3-030-04414-5_25,358-364,Torsten Mütze; Manfred Scheucher
GD18_365-371.pdf,GD18,How to Fit a Tree in a Box,10.1007/978-3-030-04414-5_26,365-371,Hugo A. Akitaya; Maarten Löffler; Irene Parada
GD18_373-386.pdf,GD18,Pole Dancing: 3D Morphs for Tree Drawings,10.1007/978-3-030-04414-5_27,373-386,Elena Arseneva; Prosenjit Bose; Pilar Cano; Anthony D’Angelo; Vida Dujmović; Fabrizio Frati; Stefan Langerman; Alessandra Tappini
GD18_388-402.pdf,GD18,The Complexity of Drawing a Graph in a Polygonal Region,10.1007/978-3-030-04414-5_28,388-402,Anna Lubiw; Tillmann Miltzow; Debajyoti Mondal
GD18_403-416.pdf,GD18,Inserting an Edge into a Geometric Embedding,10.1007/978-3-030-04414-5_29,403-416,Marcel Radermacher; Ignaz Rutter
GD18_417-430.pdf,GD18,β -Stars or On Extending a Drawing of a Connected Subgraph,10.1007/978-3-030-04414-5_30,417-430,Tamara Mchedlidze; Jérôme Urhausen
GD18_432-445.pdf,GD18,Perception of Symmetries in Drawings of Graphs,10.1007/978-3-030-04414-5_31,432-445,Felice De Luca; Stephen Kobourov; Helen Purchase
GD18_446-461.pdf,GD18,Network Alignment by Discrete Ollivier-Ricci Flow,10.1007/978-3-030-04414-5_32,446-461,Chien-Chun Ni; Yu-Yao Lin; Jie Gao; Xianfeng Gu
GD18_462-476.pdf,GD18,"Same Stats, Diﬀerent Graphs",10.1007/978-3-030-04414-5_33,462-476,Hang Chen; Utkarsh Soni; Yafeng Lu; Ross Maciejewski; Stephen Kobourov
GD18_478-491.pdf,GD18,Bend-Minimum Orthogonal Drawings in Quadratic Time,10.1007/978-3-030-04414-5_34,478-491,Walter Didimo; Giuseppe Liotta; Maurizio Patrignani
GD18_492-505.pdf,GD18,Greedy Rectilinear Drawings,10.1007/978-3-030-04414-5_35,492-505,Patrizio Angelini; Michael A. Bekos; Walter Didimo; Luca Grilli; Philipp Kindermann; Tamara Mchedlidze; Roman Prutkin; Antonios Symvonis; Alessandra Tappini
GD18_506-520.pdf,GD18,Orthogonal and Smooth Orthogonal Layouts of 1-Planar Graphs with Low Edge Complexity,10.1007/978-3-030-04414-5_36,506-520,Evmorfia Argyriou; Sabine Cornelsen; Henry Förster; Michael Kaufmann; Martin Nöllenburg; Yoshio Okamoto; Chrysanthi Raftopoulou; Alexander Wolff
GD18_521-534.pdf,GD18,Ortho-Polygon Visibility Representations of 3-Connected 1-Plane Graphs,10.1007/978-3-030-04414-5_37,521-534,Giuseppe Liotta; Fabrizio Montecchiani; Alessandra Tappini
GD18_536-549.pdf,GD18,Realization and Connectivity of the Graphs of Origami Flat Foldings,10.1007/978-3-030-04414-5_38,536-549,David Eppstein
GD18_550-563.pdf,GD18,Arrangements of Pseudocircles: On Circularizability,10.1007/978-3-030-04414-5_39,550-563,Stefan Felsner; Manfred Scheucher
GD18_564-570.pdf,GD18,The Weighted Barycenter Drawing Recognition Problem,10.1007/978-3-030-04414-5_40,564-570,Peter Eades; Patrick Healy; Nikola S. Nikolov
GD18_572-585.pdf,GD18,Algorithms and Bounds for Drawing Directed Graphs,10.1007/978-3-030-04414-5_41,572-585,Giacomo Ortali; Ioannis G. Tollis
GD18_586-598.pdf,GD18,Optimal Grid Drawings of Complete Multipartite Graphs and an Integer Variant of the Algebraic Connectivity,10.1007/978-3-030-04414-5_42,586-598,Ruy Fabila-Monroy; Carlos Hidalgo-Toscano; Clemens Huemer; Dolores Lara; Dieter Mitsche
GD19_23-37.pdf,GD19,Stick Graphs with Length Constraints,10.1007/978-3-030-35802-0_1,23-37,Steven Chaplick; Philipp Kindermann; Andre Löffler; Florian Thiele; Alexander Wolff; Alexander Zaft; Johannes Zink
GD19_38-52.pdf,GD19,Representing Graphs and Hypergraphs by Touching Polygons in 3D,10.1007/978-3-030-35802-0_2,38-52,William Evans; Paweł Rzążewski; Noushin Saeedi; Chan-Su Shin; Alexander Wolff
GD19_53-65.pdf,GD19,Optimal Morphs of Planar Orthogonal Drawings II,10.1007/978-3-030-35802-0_3,53-65,Arthur van Goethem; Bettina Speckmann; Kevin Verbeek
GD19_66-80.pdf,GD19,Computing Stable Demers Cartograms,10.1007/978-3-030-35802-0_4,66-80,Soeren Nickel; Max Sondag; Wouter Meulemans; Markus Chimani; Stephen Kobourov; Jaakko Peltonen; Martin Nöllenburg
